Targeting Code	Price (CPM)	Full Name	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Description	Updated Description
FDCCDLA04	$1.50	Political > US Congressional Districts > Louisiana > Louisiana 4th Congressional District (LA-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	Louisiana	Louisiana 4th Congressional District (LA-04)		People who live in the Louisiana 4th Congressional District (LA-04)	
FDCCDLA03	$1.50	Political > US Congressional Districts > Louisiana > Louisiana 3rd Congressional District (LA-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	Louisiana	Louisiana 3rd Congressional District (LA-03)		People who live in the Louisiana 3rd Congressional District (LA-03)	
FDCCDLA02	$1.50	Political > US Congressional Districts > Louisiana > Louisiana 2nd Congressional District (LA-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	Louisiana	Louisiana 2nd Congressional District (LA-02)		People who live in the Louisiana 2nd Congressional District (LA-02)	
FDCCDLA01	$1.50	Political > US Congressional Districts > Louisiana > Louisiana 1st Congressional District (LA-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Louisiana	Louisiana 1st Congressional District (LA-01)		People who live in the Louisiana 1st Congressional District (LA-01)	
FDCCDKY06	$1.50	Political > US Congressional Districts > Kentucky > Kentucky 6th Congressional District (KY-06)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kentucky	Kentucky 6th Congressional District (KY-06)		People who live in the Kentucky 6th Congressional District (KY-06)	
FDCCDKY05	$1.50	Political > US Congressional Districts > Kentucky > Kentucky 5th Congressional District (KY-05)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kentucky	Kentucky 5th Congressional District (KY-05)		People who live in the Kentucky 5th Congressional District (KY-05)	
FDCCDKY04	$1.50	Political > US Congressional Districts > Kentucky > Kentucky 4th Congressional District (KY-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kentucky	Kentucky 4th Congressional District (KY-04)		People who live in the Kentucky 4th Congressional District (KY-04)	
FDCCDKY03	$1.50	Political > US Congressional Districts > Kentucky > Kentucky 3rd Congressional District (KY-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kentucky	Kentucky 3rd Congressional District (KY-03)		People who live in the Kentucky 3rd Congressional District (KY-03)	
FDCCDKY02	$1.50	Political > US Congressional Districts > Kentucky > Kentucky 2nd Congressional District (KY-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kentucky	Kentucky 2nd Congressional District (KY-02)		People who live in the Kentucky 2nd Congressional District (KY-02)	
FDCCDKY01	$1.50	Political > US Congressional Districts > Kentucky > Kentucky 1st Congressional District (KY-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kentucky	Kentucky 1st Congressional District (KY-01)		People who live in the Kentucky 1st Congressional District (KY-01)	
FDCCDKS04	$1.50	Political > US Congressional Districts > Kansas > Kansas 4th Congressional District (KS-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kansas	Kansas 4th Congressional District (KS-04)		People who live in the Kansas 4th Congressional District (KS-04)	
FDCCDKS03	$1.50	Political > US Congressional Districts > Kansas > Kansas 3rd Congressional District (KS-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kansas	Kansas 3rd Congressional District (KS-03)		People who live in the Kansas 3rd Congressional District (KS-03)	
FDCCDKS02	$1.50	Political > US Congressional Districts > Kansas > Kansas 2nd Congressional District (KS-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kansas	Kansas 2nd Congressional District (KS-02)		People who live in the Kansas 2nd Congressional District (KS-02)	
FDCCDKS01	$1.50	Political > US Congressional Districts > Kansas > Kansas 1st Congressional District (KS-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Kansas	Kansas 1st Congressional District (KS-01)		People who live in the Kansas 1st Congressional District (KS-01)	
FDCCDIN09	$1.50	Political > US Congressional Districts > Indiana > Indiana 9th Congressional District (IN-09)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 9th Congressional District (IN-09)		People who live in the Indiana 9th Congressional District (IN-09)	
FDCCDIN08	$1.50	Political > US Congressional Districts > Indiana > Indiana 8th Congressional District (IN-08)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 8th Congressional District (IN-08)		People who live in the Indiana 8th Congressional District (IN-08)	
FDCCDIN07	$1.50	Political > US Congressional Districts > Indiana > Indiana 7th Congressional District (IN-07)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 7th Congressional District (IN-07)		People who live in the Indiana 7th Congressional District (IN-07)	
FDCCDIN06	$1.50	Political > US Congressional Districts > Indiana > Indiana 6th Congressional District (IN-06)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 6th Congressional District (IN-06)		People who live in the Indiana 6th Congressional District (IN-06)	
FDCCDIN05	$1.50	Political > US Congressional Districts > Indiana > Indiana 5th Congressional District (IN-05)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 5th Congressional District (IN-05)		People who live in the Indiana 5th Congressional District (IN-05)	
FDCCDIN04	$1.50	Political > US Congressional Districts > Indiana > Indiana 4th Congressional District (IN-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 4th Congressional District (IN-04)		People who live in the Indiana 4th Congressional District (IN-04)	
FDCCDIN03	$1.50	Political > US Congressional Districts > Indiana > Indiana 3rd Congressional District (IN-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 3rd Congressional District (IN-03)		People who live in the Indiana 3rd Congressional District (IN-03)	
FDCCDIN02	$1.50	Political > US Congressional Districts > Indiana > Indiana 2nd Congressional District (IN-02)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 2nd Congressional District (IN-02)		People who live in the Indiana 2nd Congressional District (IN-02)	
FDCCDIN01	$1.50	Political > US Congressional Districts > Indiana > Indiana 1st Congressional District (IN-01)	Factual	Geopulse Audiences	Political	US Congressional Districts	Indiana	Indiana 1st Congressional District (IN-01)		People who live in the Indiana 1st Congressional District (IN-01)	
FDCCDIL18	$1.50	Political > US Congressional Districts > Illinois > Illinois 18th Congressional District (IL-18)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 18th Congressional District (IL-18)		People who live in the Illinois 18th Congressional District (IL-18)	
FDCCDIL17	$1.50	Political > US Congressional Districts > Illinois > Illinois 17th Congressional District (IL-17)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 17th Congressional District (IL-17)		People who live in the Illinois 17th Congressional District (IL-17)	
FDCCDIL16	$1.50	Political > US Congressional Districts > Illinois > Illinois 16th Congressional District (IL-16)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 16th Congressional District (IL-16)		People who live in the Illinois 16th Congressional District (IL-16)	
FDCCDIL15	$1.50	Political > US Congressional Districts > Illinois > Illinois 15th Congressional District (IL-15)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 15th Congressional District (IL-15)		People who live in the Illinois 15th Congressional District (IL-15)	
FDCCDIL14	$1.50	Political > US Congressional Districts > Illinois > Illinois 14th Congressional District (IL-14)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 14th Congressional District (IL-14)		People who live in the Illinois 14th Congressional District (IL-14)	
FDCCDIL13	$1.50	Political > US Congressional Districts > Illinois > Illinois 13th Congressional District (IL-13)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 13th Congressional District (IL-13)		People who live in the Illinois 13th Congressional District (IL-13)	
FDCCDIL12	$1.50	Political > US Congressional Districts > Illinois > Illinois 12th Congressional District (IL-12)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 12th Congressional District (IL-12)		People who live in the Illinois 12th Congressional District (IL-12)	
FDCCDIL11	$1.50	Political > US Congressional Districts > Illinois > Illinois 11th Congressional District (IL-11)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 11th Congressional District (IL-11)		People who live in the Illinois 11th Congressional District (IL-11)	
FDCCDIL10	$1.50	Political > US Congressional Districts > Illinois > Illinois 10th Congressional District (IL-10)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 10th Congressional District (IL-10)		People who live in the Illinois 10th Congressional District (IL-10)	
FDCCDIL09	$1.50	Political > US Congressional Districts > Illinois > Illinois 9th Congressional District (IL-09)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 9th Congressional District (IL-09)		People who live in the Illinois 9th Congressional District (IL-09)	
FDCCDIL08	$1.50	Political > US Congressional Districts > Illinois > Illinois 8th Congressional District (IL-08)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 8th Congressional District (IL-08)		People who live in the Illinois 8th Congressional District (IL-08)	
FDCCDIL07	$1.50	Political > US Congressional Districts > Illinois > Illinois 7th Congressional District (IL-07)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 7th Congressional District (IL-07)		People who live in the Illinois 7th Congressional District (IL-07)	
FDCCDIL06	$1.50	Political > US Congressional Districts > Illinois > Illinois 6th Congressional District (IL-06)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 6th Congressional District (IL-06)		People who live in the Illinois 6th Congressional District (IL-06)	
FDCCDIL05	$1.50	Political > US Congressional Districts > Illinois > Illinois 5th Congressional District (IL-05)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 5th Congressional District (IL-05)		People who live in the Illinois 5th Congressional District (IL-05)	
FDCCDIL04	$1.50	Political > US Congressional Districts > Illinois > Illinois 4th Congressional District (IL-04)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 4th Congressional District (IL-04)		People who live in the Illinois 4th Congressional District (IL-04)	
FDCCDIL03	$1.50	Political > US Congressional Districts > Illinois > Illinois 3rd Congressional District (IL-03)	Factual	Geopulse Audiences	Political	US Congressional Districts	Illinois	Illinois 3rd Congressional District (IL-03)		People who live in the Illinois 3rd Congressional District (IL-03)	
